zipcode,type,decommissioned,city,state_code,county,world_region,country,latitude,longitude
09875,MILITARY,0,Dpo,AE,,,US,0,0
09876,MILITARY,0,Dpo,AE,,,US,0,0
09880,MILITARY,0,Dpo,AE,,,US,0,0
09888,MILITARY,1,Apo,AE,,,US,0,0
09890,MILITARY,0,Apo,AE,,,US,0,0
09892,MILITARY,0,Dpo,AE,,,US,0,0
09895,MILITARY,0,Dpo,AE,,,US,0,0
09898,MILITARY,0,Apo,AE,,ME,QA,0,0
10001,STANDARD,0,New York,NY,New York County,,US,40.75,-74
10002,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10003,STANDARD,0,New York,NY,New York County,,US,40.73,-73.99
10004,STANDARD,0,New York,NY,New York County,,US,40.69,-74.02
10005,STANDARD,0,New York,NY,New York County,,US,40.71,-74.01
10006,STANDARD,0,New York,NY,New York County,,US,40.71,-74.01
10007,STANDARD,0,New York,NY,New York County,,US,40.71,-74.01
10008,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10009,STANDARD,0,New York,NY,New York County,,US,40.73,-73.98
10010,STANDARD,0,New York,NY,New York County,,US,40.74,-73.98
10011,STANDARD,0,New York,NY,New York County,,US,40.74,-74
10012,STANDARD,0,New York,NY,New York County,,US,40.73,-74
10013,STANDARD,0,New York,NY,New York County,,US,40.72,-74
10014,STANDARD,0,New York,NY,New York County,,US,40.73,-74.01
10015,STANDARD,1,New York,NY,New York County,,US,40.71,-74
10016,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10017,STANDARD,0,New York,NY,New York County,,US,40.75,-73.97
10018,STANDARD,0,New York,NY,New York County,,US,40.76,-73.99
10019,STANDARD,0,New York,NY,New York County,,US,40.77,-73.99
10020,STANDARD,0,New York,NY,New York County,,US,40.76,-73.98
10021,STANDARD,0,New York,NY,New York County,,US,40.77,-73.96
10022,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10023,STANDARD,0,New York,NY,New York County,,US,40.78,-73.98
10024,STANDARD,0,New York,NY,New York County,,US,40.8,-73.97
10025,STANDARD,0,New York,NY,New York County,,US,40.8,-73.97
10026,STANDARD,0,New York,NY,New York County,,US,40.8,-73.95
10027,STANDARD,0,New York,NY,New York County,,US,40.81,-73.95
10028,STANDARD,0,New York,NY,New York County,,US,40.78,-73.95
10029,STANDARD,0,New York,NY,New York County,,US,40.79,-73.94
10030,STANDARD,0,New York,NY,New York County,,US,40.82,-73.94
10031,STANDARD,0,New York,NY,New York County,,US,40.83,-73.95
10032,STANDARD,0,New York,NY,New York County,,US,40.84,-73.94
10033,STANDARD,0,New York,NY,New York County,,US,40.85,-73.93
10034,STANDARD,0,New York,NY,New York County,,US,40.87,-73.92
10035,STANDARD,0,New York,NY,New York County,,US,40.8,-73.93
10036,STANDARD,0,New York,NY,New York County,,US,40.76,-73.99
10037,STANDARD,0,New York,NY,New York County,,US,40.81,-73.94
10038,STANDARD,0,New York,NY,New York County,,US,40.71,-74
10039,STANDARD,0,New York,NY,New York County,,US,40.83,-73.94
10040,STANDARD,0,New York,NY,New York County,,US,40.86,-73.93
10041,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10043,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10044,STANDARD,0,New York,NY,New York County,,US,40.76,-73.95
10045,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10046,UNIQUE,1,New York,NY,New York County,,US,40.71,-74.01
10047,UNIQUE,1,New York,NY,New York County,,US,40.71,-74.01
10048,STANDARD,1,New York,NY,New York County,,US,40.71,-74.01
10055,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10060,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10065,STANDARD,0,New York,NY,New York County,,US,40.76,-73.96
10069,STANDARD,0,New York,NY,New York County,,US,40.78,-73.99
10072,UNIQUE,1,New York,NY,New York County,,US,40.75,-73.99
10075,STANDARD,0,New York,NY,New York County,,US,40.77,-73.95
10079,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10080,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10081,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10082,UNIQUE,1,New York,NY,New York County,,US,40.77,-73.98
10087,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10090,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10094,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10095,STANDARD,1,New York,NY,New York County,,US,40.71,-73.99
10096,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10098,STANDARD,1,New York,NY,New York County,,US,40.75,-73.99
10099,STANDARD,1,New York,NY,New York County,,US,40.71,-74
10101,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10102,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10103,STANDARD,0,New York,NY,New York County,,US,40.76,-73.98
10104,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10105,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10106,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10107,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10108,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10109,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10110,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10111,STANDARD,0,New York,NY,New York County,,US,40.76,-73.98
10112,STANDARD,0,New York,NY,New York County,,US,40.76,-73.98
10113,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10114,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10115,STANDARD,0,New York,NY,New York County,,US,40.81,-73.96
10116,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10117,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10118,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10119,STANDARD,0,New York,NY,New York County,,US,40.75,-73.99
10120,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10121,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10122,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10123,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10124,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10125,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10126,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10128,STANDARD,0,New York,NY,New York County,,US,40.78,-73.95
10129,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10130,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10131,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10132,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10133,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10138,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10149,UNIQUE,1,New York,NY,New York County,,US,40.76,-73.98
10150,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10151,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10152,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10153,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10154,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10155,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10156,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10157,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10158,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10159,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10160,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10161,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10162,STANDARD,0,New York,NY,New York County,,US,40.77,-73.95
10163,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10164,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10165,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10166,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10167,STANDARD,0,New York,NY,New York County,,US,40.75,-73.97
10168,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10169,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10170,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10171,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10172,STANDARD,0,New York,NY,New York County,,US,40.76,-73.97
10173,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10174,STANDARD,0,New York,NY,New York County,,US,40.75,-73.98
10175,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10176,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10177,STANDARD,0,New York,NY,New York County,,US,40.76,-73.98
10178,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10179,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10184,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10185,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10196,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10197,UNIQUE,1,New York,NY,New York County,,US,40.71,-74
10199,STANDARD,0,New York,NY,New York County,,US,40.75,-74
10200,STANDARD,0,New York,NY,,,US,40.77,-73.95
10203,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10211,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10212,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10213,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10242,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10249,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10256,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10257,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10258,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10259,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10260,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10261,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10265,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10268,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10269,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10270,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10271,STANDARD,0,New York,NY,New York County,,US,40.71,-74.01
10272,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10273,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10274,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10275,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10276,PO BOX,0,New York,NY,New York County,,US,40.71,-73.99
10277,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10278,STANDARD,0,New York,NY,New York County,,US,40.72,-74
10279,STANDARD,0,New York,NY,New York County,,US,40.71,-74.01
10280,STANDARD,0,New York,NY,New York County,,US,40.71,-74.02
10281,STANDARD,0,New York,NY,New York County,,US,40.71,-73.99
10282,STANDARD,0,New York,NY,New York County,,US,40.72,-74.02
10285,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10286,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10292,UNIQUE,0,New York,NY,New York County,,US,40.71,-73.99
10301,STANDARD,0,Staten Island,NY,Richmond County,,US,40.63,-74.09
10302,STANDARD,0,Staten Island,NY,Richmond County,,US,40.63,-74.14
10303,STANDARD,0,Staten Island,NY,Richmond County,,US,40.63,-74.17
10304,STANDARD,0,Staten Island,NY,Richmond County,,US,40.61,-74.09
10305,STANDARD,0,Staten Island,NY,Richmond County,,US,40.6,-74.07
10306,STANDARD,0,Staten Island,NY,Richmond County,,US,40.58,-74.14
10307,STANDARD,0,Staten Island,NY,Richmond County,,US,40.51,-74.24
10308,STANDARD,0,Staten Island,NY,Richmond County,,US,40.55,-74.15
10309,STANDARD,0,Staten Island,NY,Richmond County,,US,40.53,-74.22
10310,STANDARD,0,Staten Island,NY,Richmond County,,US,40.63,-74.12
10311,STANDARD,0,Staten Island,NY,Richmond County,,US,40.61,-74.18
10312,STANDARD,0,Staten Island,NY,Richmond County,,US,40.55,-74.18
10313,PO BOX,0,Staten Island,NY,Richmond County,,US,40.58,-74.14
10314,STANDARD,0,Staten Island,NY,Richmond County,,US,40.6,-74.17
10451,STANDARD,0,Bronx,NY,Bronx County,,US,40.82,-73.93
10452,STANDARD,0,Bronx,NY,Bronx County,,US,40.84,-73.92
10453,STANDARD,0,Bronx,NY,Bronx County,,US,40.85,-73.91
10454,STANDARD,0,Bronx,NY,Bronx County,,US,40.81,-73.92
10455,STANDARD,0,Bronx,NY,Bronx County,,US,40.81,-73.91
10456,STANDARD,0,Bronx,NY,Bronx County,,US,40.83,-73.91
10457,STANDARD,0,Bronx,NY,Bronx County,,US,40.85,-73.9
10458,STANDARD,0,Bronx,NY,Bronx County,,US,40.86,-73.89
10459,STANDARD,0,Bronx,NY,Bronx County,,US,40.83,-73.89
10460,STANDARD,0,Bronx,NY,Bronx County,,US,40.84,-73.87
10461,STANDARD,0,Bronx,NY,Bronx County,,US,40.85,-73.84
10462,STANDARD,0,Bronx,NY,Bronx County,,US,40.84,-73.86
10463,STANDARD,0,Bronx,NY,Bronx County,,US,40.88,-73.91
10464,STANDARD,0,Bronx,NY,Bronx County,,US,40.87,-73.8
10465,STANDARD,0,Bronx,NY,Bronx County,,US,40.82,-73.83
10466,STANDARD,0,Bronx,NY,Bronx County,,US,40.89,-73.85
10467,STANDARD,0,Bronx,NY,Bronx County,,US,40.87,-73.87
10468,STANDARD,0,Bronx,NY,Bronx County,,US,40.87,-73.9
10469,STANDARD,0,Bronx,NY,Bronx County,,US,40.87,-73.85
10470,STANDARD,0,Bronx,NY,Bronx County,,US,40.89,-73.87
10471,STANDARD,0,Bronx,NY,Bronx County,,US,40.9,-73.9
10472,STANDARD,0,Bronx,NY,Bronx County,,US,40.83,-73.87
10473,STANDARD,0,Bronx,NY,Bronx County,,US,40.82,-73.86
10474,STANDARD,0,Bronx,NY,Bronx County,,US,40.81,-73.88
10475,STANDARD,0,Bronx,NY,Bronx County,,US,40.88,-73.82
10499,UNIQUE,0,Bronx,NY,Bronx County,,US,40.84,-73.87
10501,STANDARD,0,Amawalk,NY,Westchester County,,US,41.3,-73.76
10502,STANDARD,0,Ardsley,NY,Westchester County,,US,41.01,-73.84
10503,PO BOX,0,Ardsley On Hudson,NY,Westchester County,,US,41.03,-73.88
10504,STANDARD,0,Armonk,NY,Westchester County,,US,41.13,-73.71
10505,STANDARD,0,Baldwin Place,NY,Westchester County,,US,41.34,-73.75
10506,STANDARD,0,Bedford,NY,Westchester County,,US,41.19,-73.64
10507,STANDARD,0,Bedford Hills,NY,Westchester County,,US,41.22,-73.69
10509,STANDARD,0,Brewster,NY,Putnam County,,US,41.39,-73.61
10510,STANDARD,0,Briarcliff Manor,NY,Westchester County,,US,41.13,-73.84
10511,STANDARD,0,Buchanan,NY,Westchester County,,US,41.26,-73.94
10512,STANDARD,0,Carmel,NY,Putnam County,,US,41.41,-73.68
10514,STANDARD,0,Chappaqua,NY,Westchester County,,US,41.17,-73.77
10516,STANDARD,0,Cold Spring,NY,Putnam County,,US,41.41,-73.95
10517,PO BOX,0,Crompond,NY,Westchester County,,US,41.3,-73.86
10518,STANDARD,0,Cross River,NY,Westchester County,,US,41.26,-73.59
10519,PO BOX,0,Croton Falls,NY,Westchester County,,US,41.35,-73.65
10520,STANDARD,0,Croton On Hudson,NY,Westchester County,,US,41.22,-73.89
10521,PO BOX,0,Croton On Hudson,NY,Westchester County,,US,41.22,-73.89
10522,STANDARD,0,Dobbs Ferry,NY,Westchester County,,US,41.01,-73.86
10523,STANDARD,0,Elmsford,NY,Westchester County,,US,41.06,-73.82
10524,STANDARD,0,Garrison,NY,Putnam County,,US,41.37,-73.92
10526,STANDARD,0,Goldens Bridge,NY,Westchester County,,US,41.29,-73.67
10527,STANDARD,0,Granite Springs,NY,Westchester County,,US,41.32,-73.77
10528,STANDARD,0,Harrison,NY,Westchester County,,US,40.97,-73.73
10530,STANDARD,0,Hartsdale,NY,Westchester County,,US,41.02,-73.8
10532,STANDARD,0,Hawthorne,NY,Westchester County,,US,41.1,-73.79
10533,STANDARD,0,Irvington,NY,Westchester County,,US,41.03,-73.86
10535,STANDARD,0,Jefferson Valley,NY,Westchester County,,US,41.34,-73.79
10536,STANDARD,0,Katonah,NY,Westchester County,,US,41.26,-73.68
10537,STANDARD,0,Lake Peekskill,NY,Putnam County,,US,41.34,-73.88
10538,STANDARD,0,Larchmont,NY,Westchester County,,US,40.92,-73.75
10540,PO BOX,0,Lincolndale,NY,Westchester County,,US,41.3,-73.71
10541,STANDARD,0,Mahopac,NY,Putnam County,,US,41.36,-73.74
10542,PO BOX,0,Mahopac Falls,NY,Putnam County,,US,41.36,-73.73
10543,STANDARD,0,Mamaroneck,NY,Westchester County,,US,40.95,-73.74
10545,PO BOX,0,Maryknoll,NY,Westchester County,,US,41.18,-73.84
10546,STANDARD,0,Millwood,NY,Westchester County,,US,41.2,-73.8
10547,STANDARD,0,Mohegan Lake,NY,Westchester County,,US,41.31,-73.84
10548,STANDARD,0,Montrose,NY,Westchester County,,US,41.24,-73.94
10549,STANDARD,0,Mount Kisco,NY,Westchester County,,US,41.2,-73.73
10550,STANDARD,0,Mount Vernon,NY,Westchester County,,US,40.91,-73.84
10551,PO BOX,0,Mount Vernon,NY,Westchester County,,US,40.91,-73.82
10552,STANDARD,0,Mount Vernon,NY,Westchester County,,US,40.92,-73.83
10553,STANDARD,0,Mount Vernon,NY,Westchester County,,US,40.91,-73.82
10557,UNIQUE,1,Mount Vernon,NY,Westchester County,,US,40.9,-73.82
10558,UNIQUE,1,Mount Vernon,NY,Westchester County,,US,40.9,-73.82
10560,STANDARD,0,North Salem,NY,Westchester County,,US,41.33,-73.59
10562,STANDARD,0,Ossining,NY,Westchester County,,US,41.15,-73.87
10566,STANDARD,0,Peekskill,NY,Westchester County,,US,41.28,-73.92
10567,STANDARD,0,Cortlandt Manor,NY,Westchester County,,US,41.3,-73.89
10570,STANDARD,0,Pleasantville,NY,Westchester County,,US,41.13,-73.78
10571,UNIQUE,1,Pleasantville,NY,Westchester County,,US,41.13,-73.79
10572,UNIQUE,1,Pleasantville,NY,Westchester County,,US,41.13,-73.79
10573,STANDARD,0,Port Chester,NY,Westchester County,,US,41.02,-73.68
10576,STANDARD,0,Pound Ridge,NY,Westchester County,,US,41.21,-73.57
10577,STANDARD,0,Purchase,NY,Westchester County,,US,41.03,-73.71
10578,STANDARD,0,Purdys,NY,Westchester County,,US,41.32,-73.68
10579,STANDARD,0,Putnam Valley,NY,Putnam County,,US,41.34,-73.87
10580,STANDARD,0,Rye,NY,Westchester County,,US,40.98,-73.69
10583,STANDARD,0,Scarsdale,NY,Westchester County,,US,40.98,-73.77
10587,PO BOX,0,Shenorock,NY,Westchester County,,US,41.3,-73.71
10588,STANDARD,0,Shrub Oak,NY,Westchester County,,US,41.34,-73.82
10589,STANDARD,0,Somers,NY,Westchester County,,US,41.33,-73.69
10590,STANDARD,0,South Salem,NY,Westchester County,,US,41.25,-73.54
10591,STANDARD,0,Tarrytown,NY,Westchester County,,US,41.06,-73.86
10594,STANDARD,0,Thornwood,NY,Westchester County,,US,41.11,-73.77
10595,STANDARD,0,Valhalla,NY,Westchester County,,US,41.07,-73.77
10596,PO BOX,0,Verplanck,NY,Westchester County,,US,41.26,-73.96
10597,STANDARD,0,Waccabuc,NY,Westchester County,,US,41.29,-73.6
10598,STANDARD,0,Yorktown Heights,NY,Westchester County,,US,41.27,-73.78
10601,STANDARD,0,White Plains,NY,Westchester County,,US,41.03,-73.77
10602,PO BOX,0,White Plains,NY,Westchester County,,US,41.02,-73.75
10603,STANDARD,0,White Plains,NY,Westchester County,,US,41.05,-73.78
10604,STANDARD,0,West Harrison,NY,Westchester County,,US,41.05,-73.74
10605,STANDARD,0,White Plains,NY,Westchester County,,US,41.02,-73.75
10606,STANDARD,0,White Plains,NY,Westchester County,,US,41.02,-73.78
10607,STANDARD,0,White Plains,NY,Westchester County,,US,41.04,-73.81
10610,PO BOX,0,White Plains,NY,Westchester County,,US,41.02,-73.75
10701,STANDARD,0,Yonkers,NY,Westchester County,,US,40.94,-73.86
10702,STANDARD,0,Yonkers,NY,Westchester County,,US,40.94,-73.86
10703,STANDARD,0,Yonkers,NY,Westchester County,,US,40.96,-73.88
10704,STANDARD,0,Yonkers,NY,Westchester County,,US,40.92,-73.86
10705,STANDARD,0,Yonkers,NY,Westchester County,,US,40.92,-73.89
10706,STANDARD,0,Hastings On Hudson,NY,Westchester County,,US,40.98,-73.87
10707,STANDARD,0,Tuckahoe,NY,Westchester County,,US,40.96,-73.82
10708,STANDARD,0,Bronxville,NY,Westchester County,,US,40.94,-73.83
10709,STANDARD,0,Eastchester,NY,Westchester County,,US,40.95,-73.8
10710,STANDARD,0,Yonkers,NY,Westchester County,,US,40.97,-73.85
10801,STANDARD,0,New Rochelle,NY,Westchester County,,US,40.92,-73.77
10802,PO BOX,0,New Rochelle,NY,Westchester County,,US,40.92,-73.77
10803,STANDARD,0,Pelham,NY,Westchester County,,US,40.9,-73.81
10804,STANDARD,0,New Rochelle,NY,Westchester County,,US,40.94,-73.78
10805,STANDARD,0,New Rochelle,NY,Westchester County,,US,40.9,-73.78
10901,STANDARD,0,Suffern,NY,Rockland County,,US,41.11,-74.14
10910,PO BOX,0,Arden,NY,Orange County,,US,41.28,-74.14
10911,STANDARD,0,Bear Mountain,NY,Orange County,,US,41.32,-74.01
10912,PO BOX,0,Bellvale,NY,Orange County,,US,41.25,-74.34
10913,STANDARD,0,Blauvelt,NY,Rockland County,,US,41.07,-73.95
10914,PO BOX,0,Blooming Grove,NY,Orange County,,US,41.42,-74.2
10915,PO BOX,0,Bullville,NY,Orange County,,US,41.55,-74.36
10916,STANDARD,0,Campbell Hall,NY,Orange County,,US,41.44,-74.25
10917,STANDARD,0,Central Valley,NY,Orange County,,US,41.32,-74.12
10918,STANDARD,0,Chester,NY,Orange County,,US,41.35,-74.27
10919,STANDARD,0,Circleville,NY,Orange County,,US,41.52,-74.38
10920,STANDARD,0,Congers,NY,Rockland County,,US,41.14,-73.94
10921,STANDARD,0,Florida,NY,Orange County,,US,41.33,-74.35
10922,PO BOX,0,Fort Montgomery,NY,Orange County,,US,41.33,-74
10923,STANDARD,0,Garnerville,NY,Rockland County,,US,41.2,-74
10924,STANDARD,0,Goshen,NY,Orange County,,US,41.4,-74.32
10925,STANDARD,0,Greenwood Lake,NY,Orange County,,US,41.22,-74.28
10926,STANDARD,0,Harriman,NY,Orange County,,US,41.3,-74.14
10927,STANDARD,0,Haverstraw,NY,Rockland County,,US,41.18,-73.95
10928,STANDARD,0,Highland Falls,NY,Orange County,,US,41.35,-74
10930,STANDARD,0,Highland Mills,NY,Orange County,,US,41.35,-74.12
10931,STANDARD,0,Hillburn,NY,Rockland County,,US,41.12,-74.17
10932,PO BOX,0,Howells,NY,Orange County,,US,41.48,-74.46
10933,PO BOX,0,Johnson,NY,Orange County,,US,41.37,-74.51
10940,STANDARD,0,Middletown,NY,Orange County,,US,41.44,-74.42
10941,STANDARD,0,Middletown,NY,Orange County,,US,41.49,-74.34
10943,UNIQUE,1,Middletown,NY,Orange County,,US,41.44,-74.42
10949,PO BOX,0,Monroe,NY,Orange County,,US,41.33,-74.19
10950,STANDARD,0,Monroe,NY,Orange County,,US,41.32,-74.18
10952,STANDARD,0,Monsey,NY,Rockland County,,US,41.11,-74.08
10953,PO BOX,0,Mountainville,NY,Orange County,,US,41.4,-74.08
10954,STANDARD,0,Nanuet,NY,Rockland County,,US,41.09,-74.01
10956,STANDARD,0,New City,NY,Rockland County,,US,41.15,-73.99
10958,STANDARD,0,New Hampton,NY,Orange County,,US,41.34,-74.45
10959,PO BOX,0,New Milford,NY,Orange County,,US,41.26,-74.36
10960,STANDARD,0,Nyack,NY,Rockland County,,US,41.09,-73.92
10962,STANDARD,0,Orangeburg,NY,Rockland County,,US,41.05,-73.94
10963,STANDARD,0,Otisville,NY,Orange County,,US,41.47,-74.53
10964,STANDARD,0,Palisades,NY,Rockland County,,US,41.02,-73.91
10965,STANDARD,0,Pearl River,NY,Rockland County,,US,41.06,-74
10968,STANDARD,0,Piermont,NY,Rockland County,,US,41.04,-73.92
10969,STANDARD,0,Pine Island,NY,Orange County,,US,41.29,-74.49
10970,STANDARD,0,Pomona,NY,Rockland County,,US,41.18,-74.05
10973,STANDARD,0,Slate Hill,NY,Orange County,,US,41.37,-74.49
10974,STANDARD,0,Sloatsburg,NY,Rockland County,,US,41.16,-74.19
10975,STANDARD,0,Southfields,NY,Orange County,,US,41.25,-74.17
10976,STANDARD,0,Sparkill,NY,Rockland County,,US,41.02,-73.93
10977,STANDARD,0,Spring Valley,NY,Rockland County,,US,41.12,-74.05
10979,PO BOX,0,Sterling Forest,NY,Orange County,,US,41.18,-74.31
10980,STANDARD,0,Stony Point,NY,Rockland County,,US,41.22,-73.99
10981,PO BOX,0,Sugar Loaf,NY,Orange County,,US,41.32,-74.27
10982,PO BOX,0,Tallman,NY,Rockland County,,US,41.11,-74.1
10983,STANDARD,0,Tappan,NY,Rockland County,,US,41.02,-73.95
10984,STANDARD,0,Thiells,NY,Rockland County,,US,41.2,-74.01
10985,STANDARD,0,Thompson Ridge,NY,Orange County,,US,41.58,-74.37
10986,STANDARD,0,Tomkins Cove,NY,Rockland County,,US,41.27,-73.98
10987,STANDARD,0,Tuxedo Park,NY,Orange County,,US,41.2,-74.2
10988,PO BOX,0,Unionville,NY,Orange County,,US,41.3,-74.56
10989,STANDARD,0,Valley Cottage,NY,Rockland County,,US,41.11,-73.94
10990,STANDARD,0,Warwick,NY,Orange County,,US,41.25,-74.35
10992,STANDARD,0,Washingtonville,NY,Orange County,,US,41.42,-74.15
10993,STANDARD,0,West Haverstraw,NY,Rockland County,,US,41.21,-73.97
10994,STANDARD,0,West Nyack,NY,Rockland County,,US,41.09,-73.96
10996,STANDARD,0,West Point,NY,Orange County,,US,41.39,-73.97
10997,PO BOX,0,West Point,NY,Orange County,,US,41.36,-74.02
10998,STANDARD,0,Westtown,NY,Orange County,,US,41.32,-74.54
11001,STANDARD,0,Floral Park,NY,Nassau County,,US,40.72,-73.7
11002,PO BOX,0,Floral Park,NY,Queens County,,US,40.72,-73.7
11003,STANDARD,0,Elmont,NY,Nassau County,,US,40.7,-73.7
11004,STANDARD,0,Glen Oaks,NY,Queens County,,US,40.74,-73.71
11005,STANDARD,0,Floral Park,NY,Queens County,,US,40.76,-73.71
11010,STANDARD,0,Franklin Square,NY,Nassau County,,US,40.7,-73.67
11020,STANDARD,0,Great Neck,NY,Nassau County,,US,40.77,-73.71
11021,STANDARD,0,Great Neck,NY,Nassau County,,US,40.78,-73.73
11022,PO BOX,0,Great Neck,NY,Nassau County,,US,40.8,-73.73
11023,STANDARD,0,Great Neck,NY,Nassau County,,US,40.8,-73.73
11024,STANDARD,0,Great Neck,NY,Nassau County,,US,40.82,-73.74
11025,UNIQUE,1,Great Neck,NY,Nassau County,,US,40.8,-73.72
11026,PO BOX,0,Great Neck,NY,Nassau County,,US,40.8,-73.73
11027,PO BOX,0,Great Neck,NY,Nassau County,,US,40.8,-73.73
11030,STANDARD,0,Manhasset,NY,Nassau County,,US,40.79,-73.69
11040,STANDARD,0,New Hyde Park,NY,Nassau County,,US,40.73,-73.68
11041,UNIQUE,1,New Hyde Park,NY,Nassau County,,US,40.73,-73.68
11042,STANDARD,0,New Hyde Park,NY,Nassau County,,US,40.76,-73.7
11043,UNIQUE,1,New Hyde Park,NY,Nassau County,,US,40.73,-73.68
